Inicio(seg)    Duracao(seg)     Banda(Kbps)    PCli   PServ
7.258          50.465        1512.474   10001   30001
7.259          29.828        1117.937   10003   30003
7.315          53.983        1294.059   10002   30002
7.325          87.578         179.679   10001   30001
7.335          92.217        1693.598   10002   30002
7.338           7.806         579.904   10003   30003
7.356           6.492        3672.376   10004   30004
7.357          87.440         156.107   10003   30003
7.366          21.575         882.269   10001   30001
7.376          44.225         638.313   10006   30006
7.379          72.842          35.848   10003   30003
7.412          18.403          67.683   10004   30004
7.417          98.241         291.241   10001   30001
7.418          53.818        2665.811   10000   30000
7.419          68.066         330.888   10006   30006
7.423          21.190         142.667   10006   30006
7.468          39.829         637.910   10003   30003
7.469          27.427        1222.380   10002   30002
7.471          90.895         227.857   10005   30005
7.502          60.942        4073.877   10007   30007
7.504          39.421         704.526   10003   30003
7.506          48.458         165.080   10004   30004
7.552          69.429          59.360   10007   30007
7.578          90.651        1326.293   10002   30002
7.632          83.408        3188.481   10005   30005
7.658          11.668        2256.633   10001   30001
7.660          45.327          84.129   10002   30002
7.666          85.457        3459.964   10002   30002
7.729          51.179         149.324   10003   30003
7.768          16.742         210.283   10001   30001
7.781          96.786         494.504   10004   30004
7.824          52.977         307.367   10003   30003
7.824          44.531         715.539   10002   30002
7.832          17.416         746.360   10003   30003
7.841          44.885         625.319   10002   30002
7.865           9.805         935.660   10004   30004
7.883          60.916          22.306   10002   30002
7.906          53.739        1592.887   10004   30004
7.951          99.873        2020.606   10003   30003
7.969           8.330         414.421   10003   30003
7.978          17.012        1402.049   10002   30002
7.999          70.930        2764.039   10003   30003
8.004          58.928         934.142   10004   30004
8.019          18.457         206.581   10003   30003
8.025          71.217         222.699   10003   30003
8.082          97.137          80.848   10005   30005
8.097          84.943         865.017   10003   30003
8.120          35.316         158.574   10006   30006
8.152          38.456         688.706   10005   30005
8.219          32.248         186.455   10000   30000
8.241          81.802         349.558   10004   30004
8.302          96.490         151.749   10002   30002
8.302          75.771        1131.159   10003   30003
8.356          15.807         967.894   10007   30007
8.359          75.294         726.219   10003   30003
8.371          25.162         265.654   10003   30003
8.375          23.363         459.383   10001   30001
8.379          62.939        1208.140   10004   30004
8.389          91.858         578.688   10004   30004
8.391          16.564         426.574   10003   30003
8.402          23.200        2369.378   10000   30000
8.418          93.298        1202.644   10004   30004
8.418          61.952        1880.408   10003   30003
8.437          87.714        2078.738   10005   30005
8.452          75.520          68.485   10000   30000
8.463          91.336         242.034   10004   30004
8.466          71.026          21.008   10002   30002
8.468          13.413         264.115   10003   30003
8.512          55.416         428.951   10004   30004
8.540          88.458         471.747   10004   30004
8.561          13.164         198.375   10004   30004
8.577          24.900        1707.322   10004   30004
8.596          61.818         762.683   10005   30005
8.603          45.662         309.649   10004   30004
8.615          28.482        1242.511   10004   30004
8.631          28.098         258.965   10006   30006
8.640          98.962           8.057   10006   30006
8.669          80.594         118.641   10006   30006
8.708          91.733          61.735   10001   30001
8.725          32.313         449.372   10003   30003
8.732           6.607         272.256   10004   30004
8.742          75.015        1459.759   10004   30004
8.768          56.368        3533.960   10007   30007
8.768           8.910         220.063   10001   30001
8.779          78.100        1127.464   10005   30005
8.785          47.193         180.040   10004   30004
8.790          14.433        1181.739   10002   30002
8.874          34.731        1984.498   10002   30002
8.879          66.530        2297.648   10004   30004
8.891          22.457        1883.673   10008   30008
